show_id,type,country
s1194,Movie,
s1195,Movie,Nigeria
s1196,Movie,United States
s1197,TV Show,Belgium
s1198,Movie,"United Kingdom, United States"
s1199,Movie,Germany
s1200,Movie,United States
s1201,TV Show,United States
s1202,TV Show,Egypt
s1203,Movie,India
s1204,Movie,"United States, India, United Kingdom"
s1205,Movie,United States
s1206,TV Show,"United States, United Kingdom"
s1207,TV Show,United Kingdom
s1208,Movie,
s1209,Movie,Turkey
s1210,Movie,Kenya
s1211,TV Show,South Korea
s1212,Movie,Turkey
s1213,Movie,Turkey
s1214,TV Show,United States
s1215,Movie,
s1216,Movie,Turkey
s1217,Movie,Turkey
s1218,TV Show,United Kingdom
s1219,Movie,United States
s1220,Movie,Turkey
s1221,Movie,"Spain, Argentina"
s1222,Movie,Indonesia
s1223,Movie,United States
s1224,TV Show,France
s1225,TV Show,
s1226,TV Show,
s1227,TV Show,Germany
s1228,TV Show,India
s1229,Movie,"India, United Kingdom, France, Qatar"
s1230,TV Show,Egypt
s1231,Movie,India
s1232,TV Show,United States
s1233,Movie,Colombia
s1234,Movie,Nigeria
s1235,TV Show,Spain
s1236,TV Show,
s1237,Movie,France
s1238,Movie,Indonesia
s1239,TV Show,"United States, Australia"
s1240,Movie,United States
s1241,Movie,United States
s1242,Movie,United States
s1243,TV Show,United States
s1244,Movie,United States
s1245,Movie,India
s1246,TV Show,United States
s1247,TV Show,
s1248,Movie,
s1249,Movie,United States
s1250,Movie,
s1251,Movie,
s1252,Movie,"United States, United Kingdom"
s1253,Movie,Germany
s1254,Movie,United States
s1255,Movie,United States
s1256,Movie,
s1257,Movie,"United States, Germany"
s1258,TV Show,Japan
s1259,Movie,"Belgium, France"
s1260,Movie,United States
s1261,Movie,Spain
s1262,Movie,"Argentina, Chile"
s1263,Movie,
s1264,Movie,"United States, Thailand"
s1265,Movie,United States
s1266,Movie,India
s1267,Movie,"Chile, Brazil"
s1268,Movie,Germany
s1269,TV Show,"United States, Colombia"
s1270,Movie,Indonesia
s1271,TV Show,"United States, Colombia"
s1272,TV Show,
s1273,TV Show,United States
s1274,Movie,Japan
s1275,TV Show,United States
s1276,TV Show,United States
s1277,Movie,
s1278,TV Show,United States
s1279,Movie,United States
s1280,Movie,Canada
s1281,Movie,United Kingdom
s1282,Movie,India
s1283,TV Show,India
s1284,Movie,United States
s1285,Movie,"Canada, United States, United Kingdom"
s1286,TV Show,South Korea
s1287,Movie,Taiwan
s1288,Movie,United Kingdom
s1289,Movie,United States
s1290,Movie,
s1291,Movie,"United Kingdom, United States"
s1292,Movie,India
s1293,Movie,Uruguay
s1294,TV Show,India
s1295,TV Show,Germany
s1296,Movie,India
s1297,TV Show,South Korea
s1298,Movie,United States
s1299,TV Show,South Korea
s1300,TV Show,
s1301,TV Show,United States
s1302,TV Show,United Kingdom
s1303,TV Show,United States
s1304,Movie,United States
s1305,Movie,United States
s1306,Movie,India
s1307,TV Show,United States
s1308,Movie,United States
s1309,TV Show,United Kingdom
s1310,Movie,United States
s1311,TV Show,United States
s1312,Movie,Nigeria
s1313,Movie,United Kingdom
s1314,TV Show,United States
s1315,TV Show,United States
s1316,Movie,Spain
s1317,Movie,India
s1318,TV Show,United Kingdom
s1319,Movie,United States
s1320,Movie,Mexico
s1321,TV Show,Luxembourg
s1322,TV Show,Mexico
s1323,Movie,Spain
s1324,Movie,Indonesia
s1325,Movie,United States
s1326,Movie,Sweden
s1327,Movie,Poland
s1328,Movie,United States
s1329,TV Show,United States
s1330,Movie,France
s1331,Movie,United States
s1332,TV Show,United States
s1333,TV Show,United States
s1334,Movie,"United States, Cambodia, Romania"
s1335,Movie,China
s1336,TV Show,United States
s1337,Movie,France
s1338,Movie,Bangladesh
s1339,TV Show,Spain
s1340,TV Show,Brazil
s1341,Movie,Taiwan
s1342,Movie,United States
s1343,Movie,South Korea
s1344,Movie,United States
s1345,Movie,Italy
s1346,Movie,China
s1347,Movie,Poland
s1348,Movie,"Spain, Belgium, United States"
s1349,TV Show,United States
s1350,TV Show,Colombia
s1351,TV Show,United States
s1352,Movie,Mexico
s1353,TV Show,United States
s1354,Movie,United States
s1355,TV Show,Canada
s1356,TV Show,United States
s1357,TV Show,United States
s1358,Movie,United Kingdom
s1359,Movie,United States
s1360,Movie,"United Kingdom, United States, Australia"
s1361,TV Show,Philippines
s1362,TV Show,United States
s1363,TV Show,"Canada, United States, France"
s1364,TV Show,United States
s1365,Movie,United States
s1366,TV Show,France
s1367,Movie,"Portugal, United States"
s1368,Movie,United States
s1369,Movie,Spain
s1370,Movie,United States
s1371,Movie,United Kingdom
s1372,TV Show,United States
s1373,Movie,Indonesia
s1374,TV Show,Turkey
s1375,Movie,United States
s1376,TV Show,United States
s1377,Movie,India
s1378,TV Show,United States
s1379,Movie,"Australia, United States"
s1380,Movie,Nigeria
s1381,TV Show,"United States, United Kingdom"
s1382,Movie,
s1383,Movie,
s1384,TV Show,Canada
s1385,TV Show,South Korea
s1386,TV Show,Japan
s1387,Movie,"Portugal, Spain"
s1388,Movie,"United States, France"
s1389,Movie,"India, United States"
s1390,Movie,United States
s1391,Movie,"United Kingdom, Ireland"
s1392,Movie,United States
s1393,TV Show,Mexico
s1394,Movie,United States
s1395,TV Show,United States
s1396,TV Show,United States
s1397,Movie,United States
s1398,Movie,"United Kingdom, Spain, United States"
s1399,Movie,"United States, Thailand"
s1400,Movie,United States
s1401,TV Show,United States
s1402,TV Show,United States
s1403,TV Show,United States
s1404,Movie,Brazil
s1405,TV Show,United States
s1406,Movie,"Hungary, United States"
s1407,Movie,United States
s1408,Movie,"United States, South Korea"
s1409,TV Show,"United States, Canada"
s1410,Movie,United States
s1411,Movie,India
s1412,Movie,United States
s1413,Movie,South Korea
s1414,Movie,Indonesia
s1415,Movie,Indonesia
s1416,Movie,United States
s1417,TV Show,United States
s1418,Movie,Argentina
s1419,Movie,
s1420,TV Show,United Kingdom
s1421,Movie,United States
s1422,Movie,France
s1423,Movie,India
s1424,Movie,India
s1425,Movie,"Canada, United States, Cayman Islands"
s1426,Movie,United States
s1427,Movie,India
s1428,TV Show,United Kingdom
s1429,Movie,"India, France"
s1430,TV Show,India
s1431,TV Show,United States
s1432,Movie,Turkey
s1433,TV Show,Spain
s1434,Movie,Indonesia
s1435,Movie,"France, Canada"
s1436,Movie,"Canada, Hungary, United States"
s1437,Movie,
s1438,TV Show,United States
s1439,Movie,France
s1440,TV Show,United States
s1441,TV Show,"Mexico, United States"
s1442,Movie,India
s1443,TV Show,
s1444,TV Show,United States
s1445,Movie,United States
s1446,Movie,Norway
s1447,Movie,United States
s1448,Movie,"United States, Canada"
s1449,TV Show,United States
s1450,TV Show,United States
s1451,Movie,United States
s1452,Movie,United States
s1453,Movie,United States
s1454,Movie,United States
s1455,Movie,United States
s1456,TV Show,United States
s1457,Movie,United States
s1458,TV Show,United States
s1459,Movie,United Kingdom
s1460,Movie,United States
s1461,TV Show,Mexico
s1462,Movie,United States
s1463,TV Show,
s1464,TV Show,"Canada, United Kingdom, United States"
s1465,Movie,United States
s1466,TV Show,United States
s1467,Movie,United States
s1468,Movie,"United Kingdom, Germany, France, United States"
s1469,Movie,South Korea
s1470,Movie,United States
s1471,Movie,United States
s1472,Movie,
s1473,Movie,India
s1474,TV Show,United States
s1475,Movie,Indonesia
s1476,Movie,Indonesia
s1477,TV Show,United States
s1478,TV Show,United States
s1479,TV Show,"Denmark, United States"
s1480,TV Show,Italy
s1481,TV Show,United Kingdom
s1482,Movie,Taiwan
s1483,TV Show,
s1484,TV Show,South Korea
s1485,Movie,United States
s1486,Movie,"United States, Canada"
s1487,Movie,United States
s1488,TV Show,Senegal
s1489,Movie,"France, Algeria"
s1490,TV Show,India
s1491,Movie,Canada
s1492,Movie,India
s1493,TV Show,United States
s1494,Movie,Philippines
s1495,Movie,United States
s1496,Movie,Indonesia
s1497,Movie,Indonesia
s1498,Movie,Philippines
s1499,Movie,United States
s1500,Movie,United States
s1501,Movie,Taiwan
s1502,Movie,United States
s1503,Movie,United States
s1504,TV Show,South Korea
s1505,Movie,Netherlands
s1506,TV Show,United States
s1507,TV Show,"United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland"
s1508,Movie,United Kingdom
s1509,TV Show,United Kingdom
s1510,Movie,United States
s1511,Movie,"United States, United Kingdom"
s1512,Movie,Egypt
s1513,Movie,United Kingdom
s1514,Movie,United States
s1515,TV Show,South Africa
s1516,Movie,United States
s1517,TV Show,Norway
s1518,Movie,United States
s1519,Movie,
s1520,Movie,Malaysia
s1521,TV Show,India
s1522,Movie,Malaysia
s1523,Movie,Malaysia
s1524,Movie,Colombia
s1525,Movie,Canada
s1526,Movie,Indonesia
s1527,Movie,Philippines
s1528,TV Show,Netherlands
s1529,TV Show,South Korea
s1530,Movie,Philippines
s1531,TV Show,United States
s1532,Movie,
s1533,TV Show,Brazil
s1534,TV Show,
s1535,Movie,"Philippines, Canada, United Kingdom, United States"
s1536,TV Show,South Africa
s1537,Movie,United States
s1538,Movie,United States
s1539,TV Show,"United States, Japan"
s1540,TV Show,Japan
s1541,Movie,United States
s1542,TV Show,United Kingdom
s1543,Movie,India
s1544,TV Show,United States
s1545,Movie,Canada
s1546,TV Show,United States
s1547,TV Show,United States
s1548,TV Show,United States
s1549,TV Show,United States
s1550,Movie,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong"
s1551,Movie,United States
s1552,TV Show,"United Kingdom, Canada, United States"
s1553,TV Show,United States
s1554,Movie,United States
s1555,TV Show,Lebanon
s1556,TV Show,France
s1557,Movie,
s1558,Movie,United States
s1559,Movie,United States
s1560,TV Show,Spain
s1561,Movie,United States
s1562,Movie,India
s1563,TV Show,Japan
s1564,Movie,"Canada, United States"
s1565,TV Show,
s1566,Movie,Philippines
s1567,Movie,Philippines
s1568,Movie,Philippines
s1569,Movie,Philippines
s1570,TV Show,Saudi Arabia
s1571,TV Show,Egypt
s1572,Movie,Italy
s1573,TV Show,United States
s1574,TV Show,United States
s1575,TV Show,United States
s1576,Movie,Singapore
s1577,Movie,United States
s1578,Movie,Brazil
s1579,TV Show,Kuwait
s1580,TV Show,United States
s1581,Movie,United States
s1582,Movie,
s1583,Movie,United States
s1584,TV Show,South Korea
s1585,Movie,United States
s1586,TV Show,
s1587,TV Show,France
s1588,TV Show,Taiwan
s1589,Movie,Canada
s1590,TV Show,India
s1591,TV Show,United States
s1592,Movie,United States
s1593,Movie,Germany
s1594,TV Show,South Africa
s1595,Movie,Turkey
s1596,Movie,United States
s1597,TV Show,
s1598,Movie,United States
s1599,Movie,Philippines
s1600,Movie,"France, Belgium"
s1601,Movie,
s1602,Movie,Brazil
s1603,Movie,Philippines
s1604,TV Show,United Kingdom
s1605,Movie,Iceland
s1606,TV Show,Indonesia
s1607,Movie,Poland
s1608,Movie,Germany
s1609,Movie,"United States, France, Serbia"
s1610,Movie,United States
s1611,Movie,"United States, Italy"
s1612,TV Show,United States
s1613,Movie,United States
s1614,Movie,United Kingdom
s1615,TV Show,"Spain, Italy"
s1616,TV Show,United States
s1617,Movie,United States
s1618,Movie,United States
s1619,TV Show,"United States, Ireland, United Kingdom, India"
s1620,TV Show,"United Kingdom, Singapore"
s1621,Movie,"Hong Kong, United States"
s1622,Movie,"Australia, United States"
s1623,TV Show,"United States, Canada"
s1624,TV Show,United States
s1625,Movie,"United States, Malta, France, United Kingdom"
s1626,TV Show,South Korea
s1627,Movie,"United States, China, Canada"
s1628,TV Show,United States
s1629,TV Show,United Kingdom
s1630,Movie,Philippines
s1631,Movie,Philippines
s1632,Movie,United States
s1633,Movie,United States
s1634,Movie,United States
s1635,TV Show,South Korea
s1636,Movie,United States
s1637,Movie,United States
s1638,Movie,Spain
s1639,TV Show,India
s1640,TV Show,Australia
s1641,TV Show,Germany
s1642,TV Show,United States
s1643,Movie,Italy
s1644,Movie,South Korea
s1645,Movie,Philippines
s1646,Movie,United States
s1647,Movie,United States
s1648,Movie,Philippines
s1649,Movie,United Kingdom
s1650,TV Show,Japan
s1651,Movie,"United Kingdom, United States"
s1652,Movie,Canada
s1653,Movie,
s1654,Movie,India
s1655,TV Show,Nigeria
s1656,Movie,United States
s1657,Movie,United States
s1658,Movie,Argentina
s1659,TV Show,Egypt
s1660,Movie,United States
s1661,Movie,United States
s1662,TV Show,South Korea
s1663,Movie,Egypt
s1664,Movie,United States
s1665,Movie,"United States, Russia"
s1666,Movie,Kenya
s1667,Movie,United States
s1668,TV Show,China
s1669,TV Show,
s1670,Movie,United States
s1671,TV Show,India
s1672,Movie,United States
s1673,TV Show,United States
s1674,Movie,India
s1675,Movie,India
s1676,Movie,India
s1677,Movie,India
s1678,Movie,Philippines
s1679,Movie,India
s1680,Movie,India
s1681,Movie,India
s1682,Movie,United States
s1683,Movie,Philippines
s1684,Movie,India
s1685,TV Show,United States
s1686,Movie,"United States, Japan"
s1687,Movie,United States
s1688,TV Show,United States
s1689,TV Show,United States
s1690,Movie,"United Kingdom, United States"
s1691,Movie,United States
s1692,Movie,"United States, Canada"
s1693,TV Show,United States
s1694,TV Show,Japan
s1695,Movie,United States
s1696,Movie,Canada
s1697,TV Show,"Canada, United States, Ireland"
s1698,TV Show,United States
s1699,TV Show,"United Kingdom, United States"
s1700,Movie,United States
s1701,Movie,United States
s1702,TV Show,United States
s1703,Movie,India
s1704,Movie,United States
s1705,Movie,Brazil
s1706,Movie,Italy
s1707,TV Show,Spain
s1708,Movie,Philippines
s1709,TV Show,Turkey
s1710,Movie,Philippines
s1711,Movie,United States
s1712,TV Show,South Korea
s1713,Movie,India
s1714,Movie,Argentina
s1715,Movie,"United States, Canada"
s1716,TV Show,Brazil
s1717,TV Show,Australia
s1718,TV Show,United States
s1719,TV Show,United States
s1720,Movie,"Lebanon, Canada, France"
s1721,Movie,Austria
s1722,TV Show,United States
s1723,TV Show,United States
s1724,TV Show,
s1725,TV Show,"Japan, Canada, United States"
s1726,Movie,Nigeria
s1727,TV Show,United States
s1728,Movie,Taiwan
s1729,Movie,"Spain, France, Canada"
s1730,Movie,United States
s1731,TV Show,Australia
s1732,Movie,United States
s1733,Movie,Philippines
s1734,TV Show,Argentina
s1735,Movie,Canada
s1736,Movie,Philippines
s1737,Movie,United States
s1738,TV Show,Egypt
s1739,Movie,Canada
s1740,Movie,Canada
s1741,TV Show,Sweden
s1742,Movie,India
s1743,Movie,Germany
s1744,Movie,Japan
s1745,Movie,
s1746,Movie,
s1747,TV Show,Canada
s1748,Movie,"Canada, United States"
s1749,TV Show,United States
s1750,Movie,United States
s1751,TV Show,United States
s1752,Movie,United States
s1753,Movie,United States
s1754,Movie,Canada
s1755,TV Show,United States
s1756,TV Show,United States
s1757,TV Show,United States
s1758,TV Show,United States
s1759,TV Show,Canada
s1760,TV Show,"Denmark, Singapore, Canada, United States"
s1761,TV Show,"United States, France, Denmark"
s1762,Movie,United States
s1763,Movie,"United States, China, Colombia"
s1764,Movie,United States
s1765,Movie,"United Kingdom, France, Germany, United States"
s1766,TV Show,"France, United States"
s1767,TV Show,South Korea
s1768,Movie,"Spain, Thailand, United States"
s1769,Movie,United States
s1770,TV Show,South Korea
s1771,Movie,United States
s1772,TV Show,Brazil
s1773,Movie,Norway
s1774,TV Show,Australia
s1775,Movie,United States
s1776,Movie,United Kingdom
s1777,Movie,Nigeria
s1778,Movie,India
s1779,TV Show,
s1780,TV Show,United States
s1781,Movie,France
s1782,TV Show,United States
s1783,TV Show,Italy
s1784,Movie,"Mexico, Spain"
s1785,Movie,Philippines
s1786,Movie,United States
s1787,Movie,
s1788,Movie,United States
s1789,Movie,Poland
s1790,Movie,United States
s1791,TV Show,United States
s1792,TV Show,United States
s1793,Movie,Argentina
s1794,Movie,United States
s1795,TV Show,Taiwan
s1796,Movie,India
s1797,Movie,"Ireland, Luxembourg, Belgium"
s1798,Movie,Australia
s1799,Movie,Brazil
s1800,TV Show,Germany
s1801,TV Show,United States
s1802,Movie,"China, United States"
s1803,Movie,United States
s1804,TV Show,Spain
s1805,TV Show,United States
s1806,Movie,United States
s1807,Movie,Norway
s1808,Movie,Philippines
s1809,Movie,United Kingdom
s1810,Movie,Philippines
s1811,Movie,"Canada, Belgium"
s1812,Movie,United States
